attribute,utility_range,importance_pct
Company_Bucket_10,0.3469834163317699,16.65758172202757
Price_Bucket,0.37682281135794715,18.09007716068321
Processor_Tier,0.6092927186394039,29.25022573317417
RAM_Bucket,0.2605394408612967,12.507678533572188
Storage_Bucket,0.2947044315729861,14.147832206703717
Warranty_Bucket,0.19469313520659928,9.346604643839141
