n_obs,r_squared,adj_r_squared,aic,bic,f_statistic,f_pvalue,holdout_r2,holdout_rmse,holdout_mae
635,0.7199293654154777,0.7122126704593401,-141.80134270508233,-61.63609272501388,99.71738276677736,3.638436021413919e-164,0.7070437869747144,0.2130248947599855,0.1741071603110679
